Model Auta,Verze modelu,Cena,Datum registrace,Najezd,Stk,Stav,Vykon,Objem motoru,Typ paliva,Typ prevodovky,Typ karoserie,Pocet dveri,Pocet mist,Barva exterieru,Adresa prodejce
BMW X7,40d M paket Možnost nájmu,3 050 961 Kč,2023,6100km,neuvedeno,Perfektní,259 kW / 352 PS,2 998 cm³,nafta,aut. převodovka,SUV,neuvedeno,neuvedeno,černá metalíza,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW M5,"Competition,2023,záruka 3 roky",3 087 920 Kč,2023,7300km,neuvedeno,Nové vozidlo,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,limuzína,4 dveře,5 míst,šedá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X5,50e M SPORT xDrive *SkyLounge,3 070 000 Kč,2024,14725km,1/2028,Perfektní,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Dlouhá 730/35 Praha 1 11000
BMW XM,50e,3 079 000 Kč,5/2024,13000km,5/2028,Nové vozidlo,350 kW / 476 PS,2 998 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá metalíza,Tř.T.Bati 400 Zlín 76001
BMW Řada 7,750e M-Pro Gran-Lusso Masáže,3 049 000 Kč,5/2024,7973km,5/2028,Perfektní,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,limuzína,4 dveře,5 míst,černá metalíza,"U Pekáren 1645/1, Praha Hostivař Praha 10 - Hostivař 10200"
BMW XM,50e,3 049 000 Kč,N/A,neuvedeno,neuvedeno,Nové vozidlo,350 kW / 476 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá metalíza,Obchodní 622 Liberec 11 46001
BMW Řada 7,740d xDrive Sedan,3 049 000 Kč,3/2024,19000km,3/2028,Nové vozidlo,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Tř.T.Bati 400 Zlín 76001
BMW X7,xDrive40d,3 048 000 Kč,2025,neuvedeno,neuvedeno,Nové vozidlo,259 kW / 352 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,hnědá metalíza,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW M8,Comp. Coupé 06/2024,3 097 000 Kč,6/2024,10000km,neuvedeno,Předváděcí vozidlo,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,kupé,3 dveře,4 místa,šedá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X7,M60i xDrive *SkyLounge,3 098 000 Kč,2023,35851km,6/2027,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Dlouhá 730/35 Praha 1 11000
BMW Řada 7,"740xd,Ventilace,Nezávislé,Pano",3 099 000 Kč,2024,4500km,neuvedeno,Nové vozidlo,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,limuzína,4 dveře,5 míst,bílá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X5,xDrive50e,3 057 140 Kč,8/2024,1km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Řípská 5c Brno - Slatina 62700
BMW X5,xDrive50e,3 087 000 Kč,2024,7km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Průběžná 76 Praha 10 10000
BMW X7,xDrive40i,3 080 000 Kč,2025,neuvedeno,neuvedeno,Perfektní,280 kW / 381 PS,2 998 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Tovární 1b Olomouc 77900
BMW X5,M Competition Individual TOP,3 198 000 Kč,8/2023,8390km,neuvedeno,Předváděcí vozidlo,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X7,xDrive40d,3 188 000 Kč,2024,12000km,neuvedeno,Perfektní,259 kW / 352 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,hnědá metalíza,Tovární 1b Olomouc 77900
BMW M3,Competition M xDrive Touring,3 100 000 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,390 kW / 530 PS,2 993 cm³,benzin,neuvedeno,kombi,5 dveří,5 míst,modrá metalíza,Obchodní 622 Liberec 11 46001
BMW Řada 7,740d xDrive Sedan,3 199 000 Kč,2024,7000km,neuvedeno,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,šedá metalíza,Průběžná 76 Praha 10 10000
BMW X6,X6M Competition,3 150 000 Kč,2021,7000km,neuvedeno,Velmi dobrý,460 kW / 625 PS,4 395 cm³,benzin,neuvedeno,SUV,5 dveří,5 míst,stříbrná metalíza,Obchodní 622 Liberec 11 46001
BMW M5,Competition 05/2023 Keramika,3 130 000 Kč,5/2023,10590km,neuvedeno,Nové vozidlo,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,limuzína,4 dveře,5 míst,šedá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X5,xDrive50e,3 192 102 Kč,10/2024,1000km,neuvedeno,Perfektní,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,černá,Lipová 280 Praha - Čestlice 25101
BMW X7,xDrive40i,3 149 000 Kč,9/2024,17km,neuvedeno,Nové vozidlo,280 kW / 381 PS,2 998 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X5,xDrive50e,3 114 886 Kč,10/2024,1000km,neuvedeno,Perfektní,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá,Lipová 280 Praha - Čestlice 25101
BMW X7,M60i xDrive,3 212 550 Kč,8/2023,24500km,neuvedeno,neuvedeno,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,fialová,Březhradská 195 Hradec Králové - Březhrad 50332
BMW X7,xDrive40i,3 231 626 Kč,7/2024,1km,neuvedeno,Nové vozidlo,280 kW / 381 PS,2 998 cm³,benzin,aut. převodovka,SUV,5 dveří,neuvedeno,šedá,Řípská 5c Brno - Slatina 62700
BMW i7,xDrive60,3 152 000 Kč,2024,7000km,neuvedeno,Perfektní,400 kW / 544 PS,neuvedeno,elektro,neuvedeno,sedan,5 dveří,5 míst,šedá metalíza,Tovární 1b Olomouc 77900
BMW X6,xDrive40d,3 225 724 Kč,10/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,5 míst,černá,Lipová 280 Praha - Čestlice 25101
BMW M4,Competition,3 149 000 Kč,11/2024,19km,neuvedeno,Nové vozidlo,390 kW / 530 PS,2 993 cm³,benzin,neuvedeno,kupé,3 dveře,4 místa,neuvedeno,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X7,M60ix Individual Masáž TOP,3 199 000 Kč,10/2024,4500km,neuvedeno,Předváděcí vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X6,xDrive40d,3 129 000 Kč,10/2024,neuvedeno,neuvedeno,Nové vozidlo,250 kW / 340 PS,2 993 cm³,nafta,neuvedeno,SUV,5 dveří,5 míst,šedá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW iX,M60,3 219 000 Kč,12/2023,21122km,neuvedeno,Perfektní,455 kW / 619 PS,neuvedeno,elektro,aut. převodovka,SUV,5 dveří,5 míst,bílá,Řípská 5c Brno - Slatina 62700
BMW M8,Competition,3 176 000 Kč,2/2023,29241km,neuvedeno,Perfektní,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,černá,Lipová 280 Praha - Čestlice 25101
BMW i7,xDrive60,3 149 000 Kč,11/2022,6368km,neuvedeno,Velmi dobrý,400 kW / 544 PS,neuvedeno,elektro,neuvedeno,sedan,5 dveří,5 míst,šedá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X5,M60i xDrive (G05),3 150 000 Kč,9/2024,5km,neuvedeno,Nové vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,modrá,Lipová 280 Praha - Čestlice 25101
BMW Řada 7,740d xDrive Sedan,3 232 000 Kč,2025,7000km,neuvedeno,Perfektní,220 kW / 299 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,šedá metalíza,Tovární 1b Olomouc 77900
BMW X6,xDrive40d,3 257 000 Kč,2024,9km,neuvedeno,Nové vozidlo,259 kW / 352 PS,2 993 cm³,nafta,neuvedeno,SUV,5 dveří,5 míst,černá metalíza,Průběžná 76 Praha 10 10000
BMW Řada 7,740xd CRYSTAL 5L-ZÁRUKA B&W 1M,3 248 000 Kč,5/2024,5302km,5/2028,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,černá,Dyje Ev.č.520 Znojmo 66902
BMW i7,xDrive60,3 289 000 Kč,7/2023,7567km,8/2027,Předváděcí vozidlo,400 kW / 544 PS,1 cm³,elektro,aut. převodovka,limuzína,4 dveře,5 míst,černá,Řípská 5c Brno - Slatina 62700
BMW M3,CS KER.BRZDY H&K CZ MAX. IHNED,3 299 999 Kč,2024,5900km,5/2028,Perfektní,405 kW / 551 PS,2 993 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,zelená,U Proseckého kostela 886/9 Praha 9 19000
BMW X6,M60i,3 282 000 Kč,2024,5km,neuvedeno,Nové vozidlo,390 kW / 530 PS,4 395 cm³,benzin,neuvedeno,SUV,5 dveří,5 míst,černá metalíza,Tovární 1b Olomouc 77900
BMW Řada 7,740d xDrive Sedan,3 242 000 Kč,2025,4000km,neuvedeno,Velmi dobrý,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,sedan,5 dveří,5 míst,šedá metalíza,Obchodní 622 Liberec 11 46001
BMW X7,xDrive40d,3 280 610 Kč,10/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,modrá,Lipová 280 Praha - Čestlice 25101
BMW Řada 7,"740d xDrive B&W, Max. TOP",3 249 000 Kč,4/2023,25900km,neuvedeno,Předváděcí vozidlo,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,limuzína,4 dveře,5 míst,šedá,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X7,xDrive40d,3 294 182 Kč,10/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,šedá,Lipová 280 Praha - Čestlice 25101
BMW XM,XM Individual Masáže Garance+,3 299 000 Kč,5/2023,16000km,neuvedeno,Perfektní,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,zelená metalíza,Pražská třída 24/138 Hradec Králové 50004
BMW M8,Comp. GranCoupé ventilace,3 259 000 Kč,4/2024,7400km,neuvedeno,Předváděcí vozidlo,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,limuzína,4 dveře,5 míst,černá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW Řada 7,"M760e xDrive TV 8K, B&W 1965W",3 290 000 Kč,5/2024,16000km,neuvedeno,Předváděcí vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,limuzína,4 dveře,5 míst,černá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW X7,xDrive40i,3 234 624 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,280 kW / 381 PS,2 998 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,šedá,Bytčická 82 Žilina 01001
BMW X7,M60i xDrive,3 299 000 Kč,2024,2500km,9/2028,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,šedá metalíza,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW Řada 7,740d M-pro 2-barevny Cenik 4M,3 299 990 Kč,2023,23000km,neuvedeno,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,limuzína,5 dveří,5 míst,černá metalíza,"Rovná 1332 Sulice - Želivec, Praha 25168"
BMW X5,xDrive50e,3 259 000 Kč,9/2024,9900km,9/2028,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá metalíza,Tř.T.Bati 400 Zlín 76001
BMW i7,xDrive60,3 235 480 Kč,2023,12km,neuvedeno,Nové vozidlo,400 kW / 544 PS,neuvedeno,elektro,aut. převodovka,sedan,4 dveře,5 míst,černá metalíza,Okruzni 49 Ceske Budejovice 37001
BMW i7,xDrive60,3 279 000 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,400 kW / 544 PS,neuvedeno,elektro,aut. převodovka,sedan,4 dveře,5 míst,šedá,Březhradská 195 Hradec Králové - Březhrad 50332
BMW i7,xDrive60,3 249 999 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,400 kW / 544 PS,neuvedeno,elektro,aut. převodovka,sedan,4 dveře,5 míst,černá metalíza,Za Kličovem 1 Praha 9 19000
BMW M4,Competition M xDrive,3 500 000 Kč,2024,12km,neuvedeno,Nové vozidlo,390 kW / 530 PS,2 993 cm³,benzin,neuvedeno,kupé,3 dveře,5 míst,bílá,Obchodní 622 Liberec 11 46001
BMW X7,M60i xDrive,3 379 000 Kč,9/2024,16003km,2/2028,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,šedá,Řípská 5c Brno - Slatina 62700
BMW X7,M60i Individual Sky masáže TOP,3 499 000 Kč,7/2023,100km,neuvedeno,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,černá metalíza,Pražská třída 24/138 Hradec Králové 50004
BMW M3,CS 550PS Carbon H&K,3 490 000 Kč,8/2024,386km,neuvedeno,neuvedeno,405 kW / 551 PS,2 993 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,šedá,Krmelínská 736/7 Ostrava - Hrabová 72000
BMW X6,SUV,3 460 607 Kč,12/2024,5km,neuvedeno,Nové vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Řípská 5c Brno - Slatina 62700
BMW X5,M60i xDrive,3 395 374 Kč,5/2024,1km,neuvedeno,Nové vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Řípská 5c Brno - Slatina 62700
BMW XM,"LASER, M-ADAPTIVE, TAŽNÉ, BOWE",3 449 900 Kč,7/2023,5970km,7/2027,Perfektní,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,černá metalíza,Kamýcká 40/7 Praha 6 16000
BMW M5,N/A,3 469 000 Kč,2024,11km,neuvedeno,Nové vozidlo,535 kW / 727 PS,4 395 cm³,hybridní - benzin,neuvedeno,sedan,4 dveře,5 míst,červená metalíza,Průběžná 76 Praha 10 10000
BMW XM,N/A,3 385 000 Kč,2023,25000km,neuvedeno,Perfektní,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá metalíza,Vítkovická 3246/1A Ostrava-Moravská Ostrava 70200
BMW X6,X6M Competition Individual TOP,3 399 000 Kč,8/2024,4000km,neuvedeno,Perfektní,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,červená metalíza,Pražská třída 24/138 Hradec Králové 50004
BMW i7,M70 xDrive,3 499 000 Kč,3/2024,8270km,3/2028,Perfektní,485 kW / 659 PS,neuvedeno,elektro,aut. převodovka,limuzína,4 dveře,5 míst,šedá metalíza,Jenisov 187 Karlovy Vary 36001
BMW i7,xDrive60,3 519 000 Kč,6/2023,14579km,9/2027,Předváděcí vozidlo,400 kW / 544 PS,1 cm³,elektro,aut. převodovka,limuzína,4 dveře,5 míst,černá,Řípská 5c Brno - Slatina 62700
BMW X7,M60i xDrive,3 349 000 Kč,9/2024,20000km,4/2028,Perfektní,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,šedá,Řípská 5c Brno - Slatina 62700
BMW XM,4.4 V8TT,3 399 000 Kč,5/2023,24000km,neuvedeno,neuvedeno,480 kW / 653 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá,Příborská 89 Zelinkovice 73942
BMW X6,M Competition,3 418 998 Kč,2025,1km,neuvedeno,Nové vozidlo,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,SUV,neuvedeno,neuvedeno,zelená metalíza,Dražkovice 239 53333
BMW X6,xDrive40d,3 468 000 Kč,2024,13000km,neuvedeno,Perfektní,259 kW / 352 PS,2 993 cm³,nafta,neuvedeno,SUV,5 dveří,5 míst,stříbrná metalíza,Průběžná 76 Praha 10 10000
BMW X7,xDrive40d,3 301 774 Kč,10/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,šedá,Lipová 280 Praha - Čestlice 25101
BMW XM,50e,3 315 000 Kč,N/A,neuvedeno,neuvedeno,Nové vozidlo,350 kW / 476 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,modrá metalíza,Obchodní 622 Liberec 11 46001
BMW Řada 7,740d M-pro Experience Ex Loung,3 499 990 Kč,2023,13000km,neuvedeno,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,limuzína,5 dveří,5 míst,černá metalíza,"Rovná 1332 Sulice - Želivec, Praha 25168"
BMW X7,xDrive40d,3 452 000 Kč,2025,neuvedeno,neuvedeno,Nové vozidlo,259 kW / 352 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,7 míst,šedá metalíza,Průběžná 76 Praha 10 10000
BMW Řada 7,750e xDrive Sedan,3 599 000 Kč,5/2024,18823km,neuvedeno,neuvedeno,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,sedan,4 dveře,5 míst,modrá metalíza,Okruzni 49 Ceske Budejovice 37001
BMW X6,M Competition MOŽNOST NÁJMU,3 529 136 Kč,2023,6200km,neuvedeno,Perfektní,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,SUV,neuvedeno,neuvedeno,červená metalíza,V Horkách 1735/21 Praha 4 - Nusle 14000
BMW XM,50e,3 718 899 Kč,11/2024,15000km,neuvedeno,neuvedeno,350 kW / 476 PS,2 998 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,žlutá,Bytčická 82 Žilina 01001
BMW Řada 7,M760e xDrive,3 699 000 Kč,4/2024,13234km,6/2028,neuvedeno,420 kW / 571 PS,2 998 cm³,hybridní - benzin,aut. převodovka,sedan,4 dveře,5 míst,modrá,Řípská 5c Brno - Slatina 62700
BMW i7,m70,3 699 000 Kč,2023,18900km,neuvedeno,Perfektní,485 kW / 659 PS,neuvedeno,elektro,neuvedeno,sedan,5 dveří,5 míst,šedá,Průběžná 76 Praha 10 10000
BMW M5,Touring,3 598 922 Kč,2/2025,neuvedeno,neuvedeno,Nové vozidlo,535 kW / 727 PS,4 395 cm³,hybridní - benzin,aut. převodovka,kombi,5 dveří,5 míst,tmavě šedá metalíza,Jenisov 187 Karlovy Vary 36001
BMW X7,M60i xDrive,3 598 000 Kč,6/2023,4000km,neuvedeno,neuvedeno,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá metalíza,Novohradská 1479/70 Č.Budějovice 37008
BMW M3,CS 3.0,3 599 000 Kč,5/2018,400km,neuvedeno,Nové vozidlo,338 kW / 460 PS,2 979 cm³,benzin,aut. převodovka,sedan,4 dveře,5 míst,modrá,Krmelínská 736/7 Ostrava - Hrabová 72000
BMW Řada 7,740d M-pro,3 599 990 Kč,2024,7km,neuvedeno,Perfektní,210 kW / 286 PS,2 993 cm³,nafta,aut. převodovka,limuzína,5 dveří,5 míst,modrá metalíza,"Rovná 1332 Sulice - Želivec, Praha 25168"
BMW M5,Touring Individual NEW Garance,3 599 000 Kč,2/2025,20km,neuvedeno,Perfektní,535 kW / 727 PS,4 395 cm³,hybridní - benzin,aut. převodovka,kombi,5 dveří,5 míst,šedá metalíza,Pražská třída 24/138 Hradec Králové 50004
BMW i7,m70,3 599 000 Kč,2024,15000km,neuvedeno,Perfektní,485 kW / 659 PS,neuvedeno,elektro,neuvedeno,sedan,5 dveří,5 míst,šedá metalíza,Obchodní 622 Liberec 11 46001
BMW XM,N/A,3 707 000 Kč,N/A,neuvedeno,neuvedeno,Nové vozidlo,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,zelená metalíza,Tovární 1b Olomouc 77900
BMW X7,M60i xDrive,3 577 000 Kč,2025,neuvedeno,neuvedeno,Nové vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,šedá metalíza,Tovární 1b Olomouc 77900
BMW i7,xDrive60,3 529 000 Kč,1/2024,19700km,2/2028,Perfektní,400 kW / 544 PS,1 cm³,elektro,aut. převodovka,sedan,4 dveře,5 míst,šedá,Řípská 5c Brno - Slatina 62700
BMW Řada 7,M760e xDrive Sedan,3 669 000 Kč,10/2024,20000km,9/2028,Perfektní,420 kW / 571 PS,2 998 cm³,hybridní - benzin,aut. převodovka,sedan,4 dveře,5 míst,šedá,Řípská 5c Brno - Slatina 62700
BMW i7,xDrive 60,3 729 000 Kč,1/2024,1km,neuvedeno,Nové vozidlo,400 kW / 544 PS,1 cm³,elektro,aut. převodovka,limuzína,4 dveře,neuvedeno,černá,Lipová 280 Praha - Čestlice 25101
BMW M8,Competition Cabrio 05/2024,3 549 000 Kč,5/2024,8399km,neuvedeno,Předváděcí vozidlo,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,kabriolet,2 dveře,4 místa,šedá metalíza,Na Dlouhé louce 1730 Č. Budějovice 37011
BMW M5,N/A,3 569 000 Kč,2025,14km,neuvedeno,Nové vozidlo,535 kW / 727 PS,neuvedeno,benzin,neuvedeno,sedan,4 dveře,5 míst,červená metalíza,Průběžná 76 Praha 10 10000
BMW X5,M Competition,3 599 000 Kč,2024,20000km,2/2028,Perfektní,460 kW / 625 PS,4 395 cm³,benzin,neuvedeno,SUV,5 dveří,5 míst,bílá,Ruská 3018 Ostrava-Moravská Ostrava 70300
BMW i7,M70 xDrive,3 668 149 Kč,2025,1km,neuvedeno,Nové vozidlo,485 kW / 659 PS,neuvedeno,elektro,aut. převodovka,limuzína,5 dveří,5 míst,černá metalíza,Dražkovice 239 53333
BMW XM,Label Red,3 899 000 Kč,12/2023,38km,neuvedeno,Nové vozidlo,550 kW / 748 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,neuvedeno,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW Řada 7,7M760E Executive Lounge TV,3 749 900 Kč,3/2024,8000km,neuvedeno,Perfektní,420 kW / 571 PS,2 998 cm³,hybridní - benzin,aut. převodovka,limuzína,4 dveře,5 míst,černá metalíza,Poříčí 851 Boršov nad Vltavou 37382
BMW Řada 7,řady 7 | 750e xDrive,3 899 000 Kč,10/2024,18km,neuvedeno,Nové vozidlo,360 kW / 489 PS,2 998 cm³,hybridní - benzin,aut. převodovka,limuzína,5 dveří,5 míst,černá metalíza,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X6,M COMPETITION 460kW INDIVIDUAL,3 799 000 Kč,2025,1km,neuvedeno,Nové vozidlo,460 kW / 625 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,5 míst,světle šedá metalíza,Plzeňská 968 Rokycany 33701
BMW Řada 4,M4 CS Coupé,3 804 000 Kč,N/A,neuvedeno,neuvedeno,Nové vozidlo,405 kW / 551 PS,2 993 cm³,benzin,neuvedeno,kupé,3 dveře,5 míst,černá metalíza,Tovární 1b Olomouc 77900
BMW XM,Bowers & Wilkins,3 899 000 Kč,6/2023,20180km,neuvedeno,Nové vozidlo,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,červená,Řípská 5c Brno - Slatina 62700
BMW M3,"CS, Karbón, ACC, Head-Up, H/K",3 800 000 Kč,8/2024,140km,neuvedeno,Nové vozidlo,405 kW / 551 PS,2 993 cm³,benzin,aut. převodovka,sedan,5 dveří,5 míst,bílá metalíza,"Einsteinova 21/A Bratislava, Slovensko 85101"
BMW Řada 7,M760e NOVÉ MAXIMÁLNÍ VÝBAVA CZ,3 888 888 Kč,2024,200km,neuvedeno,Perfektní,420 kW / 571 PS,2 998 cm³,hybridní - benzin,aut. převodovka,limuzína,4 dveře,5 míst,šedá metalíza,Kolbenova 39 Praha 19000
BMW i7,M70 xDrive,3 798 264 Kč,12/2023,20000km,neuvedeno,neuvedeno,485 kW / 659 PS,neuvedeno,elektro,aut. převodovka,sedan,4 dveře,5 míst,modrá metalíza,Okruzni 49 Ceske Budejovice 37001
BMW i7,M70 xDrive,3 949 000 Kč,2/2024,18499km,neuvedeno,Velmi dobrý,485 kW / 659 PS,neuvedeno,elektro,neuvedeno,sedan,5 dveří,5 míst,neuvedeno,Jeremiášova 1127/5 Praha 5 - Stodůlky 15500
BMW X7,xDrive40d,3 733 218 Kč,9/2024,1000km,neuvedeno,Perfektní,250 kW / 340 PS,2 993 cm³,nafta,aut. převodovka,SUV,5 dveří,6 míst,černá,Lipová 280 Praha - Čestlice 25101
BMW XM,N/A,3 889 000 Kč,2/2024,23604km,2/2028,Perfektní,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Řípská 5c Brno - Slatina 62700
BMW Řada 4,M4 CS Coupé,3 787 000 Kč,N/A,neuvedeno,neuvedeno,Nové vozidlo,405 kW / 551 PS,2 993 cm³,benzin,neuvedeno,kupé,3 dveře,5 míst,šedá metalíza,Obchodní 622 Liberec 11 46001
BMW XM,N/A,3 799 000 Kč,5/2023,59000km,5/2027,Nové vozidlo,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,šedá metalíza,Tř.T.Bati 400 Zlín 76001
BMW Řada 5,M5 Touring,3 877 000 Kč,2025,7000km,neuvedeno,Perfektní,535 kW / 727 PS,4 395 cm³,hybridní - benzin,neuvedeno,kombi,5 dveří,5 míst,bílá,Tovární 1b Olomouc 77900
BMW X7,M60i xDrive,3 793 630 Kč,2024,neuvedeno,neuvedeno,Nové vozidlo,390 kW / 530 PS,4 395 cm³,benzin,aut. převodovka,SUV,5 dveří,7 míst,modrá metalíza,Bytčická 82 Žilina 01001
BMW XM,N/A,3 798 000 Kč,2024,5000km,neuvedeno,Perfektní,480 kW / 653 PS,4 395 cm³,hybridní - benzin,aut. převodovka,SUV,5 dveří,5 míst,bílá,Průběžná 76 Praha 10 10000
